Species,12/28/11,4/3/12,8/7/12,11/6/12,1/26/13,2/8/13,2/5/13,3/24/13,4/7/13,4/29/13,7/14/13,9/3/13,9/24/13,11/10/13,12/14/13,1/19/14,2/17/14,3/23/14,5/4/14,6/16/14,7/24/14,8/22/14,8/25/14,9/28/14,11/16/14,12/7/14,12/17/14,1/6/15,1/14/15,1/25/15,2/8/15,2/23/15,3/8/15,3/24/15,4/4/15,4/19/15,5/3/15,5/31/15,6/14/15,7/8/15,7/9/15,7/10/15,7/11/15,7/12/15,7/15/15,7/19/15,7/26/15,8/23/15,9/6/15,9/16/15,10/11/15,11/8/15,11/22/15,12/27/15,1/10/16,1/24/16,2/7/16,2/28/16,3/13/16,3/27/16,4/24/16,5/8/16,5/22/16,6/5/16,6/15/16,6/19/16,6/26/16,7/3/16,7/19/16,7/31/16,8/14/16,9/4/16,9/11/16,10/8/16,10/17/16,10/26/16,11/5/16,11/9/16,11/10/16,11/13/16,11/20/16,11/27/16,12/1/16,12/3/16,12/4/16,12/11/16,12/17/16,12/25/16,1/1/17,1/8/17,1/15/17,1/22/17,1/31/17,2/11/17,2/26/17,3/13/17,4/16/17,4/30/17,5/14/17,5/28/17,6/25/17,7/17/17,8/13/17,9/16/17,10/15/17,10/25/17,11/9/17,12/3/17,12/10/17,12/31/17,1/14/18,1/24/18,2/12/18,2/25/18,3/10/18,3/26/18,4/8/18,4/20/18,5/13/18,5/27/18,6/10/18,6/24/18,7/1/18,7/17/18,7/18/18,7/29/18,8/11/18,8/25/18,8/31/18,9/1/18,9/18/18,9/19/18,9/24/18,9/29/18,10/3/18,10/7/18,10/17/18,11/4/18,11/14/18,11/24/18,12/1/18,12/12/18,12/25/18,1/13/19,1/27/19,2/10/19,2/24/19,3/18/19,3/31/19,4/14/19,4/28/19,5/12/19,5/19/19,6/2/19,6/16/19,6/23/19,7/14/19,7/28/19,8/11/19
p__Firmicutes;f__[Tissierellaceae];g__Parvimonas,0.59,0.02,0.01,0.01,0.01,0.22,0.62,0.04,0.53,0.04,0.02,0.01,0.01,0.0,0.0,0.06,0.25,0.01,0.12,0.0,0.07,0.01,0.17,0.01,0.1,0.01,0.02,0.08,0.01,0.02,0.01,0.01,0.03,0.37,0.02,0.39,0.14,0.07,0.77,0.05,0.02,0.96,0.53,0.62,0.02,0.14,0.07,0.0,1.31,0.0,0.0,0.0,0.03,0.13,0.69,0.55,0.22,0.06,0.12,0.02,0.0,0.04,1.26,0.09,0.0,0.05,0.0,0.54,0.07,0.04,0.63,0.55,0.07,0.5,0.26,0.07,0.12,0.16,0.0,0.25,0.1,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
p__Fusobacteria;f__Fusobacteriaceae;g__Fusobacterium,0.79,0.06,0.01,0.0,0.01,0.36,1.24,0.08,1.47,0.12,0.05,0.02,0.01,0.01,0.0,0.4,0.81,0.01,0.2,0.02,0.12,0.0,0.05,0.01,0.24,0.02,0.13,0.23,0.05,0.08,0.04,0.0,0.01,0.32,0.0,1.25,0.1,0.07,0.26,0.07,0.04,1.24,0.73,0.53,0.01,0.19,0.18,0.0,1.31,0.0,0.0,0.02,0.02,0.19,1.71,2.82,0.3,0.48,0.15,0.04,0.05,0.03,1.54,0.03,0.03,0.08,0.02,1.48,0.09,0.06,0.72,0.36,0.14,1.39,0.41,0.0,0.2,0.39,0.04,0.26,0.0,0.09,0.0,0.0,0.03,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.02,0.04,0.01,0.01,0.01,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0
p__Proteobacteria;cf__Enterobacteriaceae;g__Morganella,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,0.01,0.0,0.0,1.5,0.7,3.25,8.77,3.56,1.34,1.29,3.35,7.52,9.55,0.65,2.52,6.97,2.46,8.32,1.06,1.37,1.11,1.72,0.79,5.02,14.35,4.7,6.24,1.29,3.16,7.75,0.68,0.17,8.08,1.27,1.46,1.77,10.37,0.3,6.31,8.82,4.72,0.76,0.43,0.0,0.09,0.0,0.0,0.16,0.0,0.0,0.39,0.11,0.02,0.3,0.12,0.02,0.04,0.12,0.01,0.18,0.0,0.0,0.16,51.82,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,10.53,0.42,6.84,5.38,9.11,2.69,1.34,6.18,0.59,0.46,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88,9.27,6.32,5.85,2.04,9.06,8.19,15.7,23.55,16.1,6.6,14.17,26.81,18.65,13.23,15.38
p__Proteobacteria;f__;g__,0.19,0.0,0.0,0.02,0.56,0.12,0.13,0.16,0.57,0.06,0.37,2.73,0.49,2.08,2.7,3.14,1.86,3.67,0.3,0.94,1.06,1.83,0.26,1.05,0.08,1.78,1.2,0.69,0.2,0.36,0.39,0.48,0.12,0.24,0.54,0.51,2.07,0.12,0.1,0.2,0.09,0.13,0.17,0.46,1.02,1.28,1.22,0.56,0.22,0.21,0.11,0.49,0.31,0.16,0.06,0.05,0.02,0.0,0.09,0.14,0.0,0.04,0.07,0.18,0.08,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.04,0.0,0.0,0.02,0.06,0.04,0.04,0.46,0.13,0.0,0.0,0.0,0.05,0.42,0.14,0.3,0.09,0.38,0.11,0.58,0.02,0.2,0.07,0.82,0.46,0.27,0.25,0.22,0.63,0.34,0.54,1.18,0.05,1.69,0.62,0.1,0.12,0.51,0.63,0.35,0.0,0.07,0.2,0.35,0.37,0.19,0.16,0.06,0.0,0.13,0.03,0.86,0.19,0.17,0.32,0.17,0.07,0.08,0.02,0.03,0.13,0.4,0.26,0.05,0.73,0.31,0.74,1.31,0.53,0.2,0.8,0.82,0.34,0.17,0.3,0.18,0.23,0.13,0.45,0.44,0.29,0.05,0.06,0.29,0.25
p__Proteobacteria;f__Alcaligenaceae;g__Sutterella,0.05,0.02,0.12,0.06,0.3,0.29,0.27,0.43,0.72,0.48,0.29,0.21,0.36,0.19,0.3,0.27,0.46,0.49,0.43,0.76,0.56,0.68,0.41,0.42,0.49,0.93,1.62,0.33,0.7,0.37,0.47,0.83,0.77,0.4,0.57,0.24,0.62,0.74,0.38,1.27,1.81,2.43,1.09,1.34,0.38,0.61,0.47,0.32,0.65,0.86,0.45,0.65,0.29,0.63,0.39,0.1,0.08,0.25,0.1,0.04,0.19,0.13,0.07,0.23,0.2,0.11,0.22,0.21,0.13,0.14,0.17,0.47,0.36,0.58,0.28,0.53,0.43,0.92,1.1,0.46,0.21,0.68,1.31,0.0,0.0,0.34,0.1,0.3,0.18,0.04,0.15,0.43,0.26,0.32,0.06,0.14,0.43,0.98,0.62,0.38,0.51,0.36,0.6,0.42,0.62,0.66,0.81,0.75,0.29,0.15,0.38,0.37,0.25,0.29,0.18,0.62,0.13,0.3,0.3,0.57,0.19,0.36,0.07,0.08,0.25,1.17,0.54,0.24,0.3,0.23,0.33,0.48,0.38,0.27,0.58,0.71,0.37,0.59,0.63,0.37,0.46,0.58,0.39,0.41,0.46,0.4,0.45,0.18,0.66,0.86,0.42,0.29,0.6,0.39,0.36,0.24,0.7,0.62,0.51
p__Proteobacteria;f__Burkholderiaceae;g__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.01,0.03,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.31,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,1.73,0.03,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p__Proteobacteria;f__Desulfovibrionaceae;g__Bilophila,0.0,0.0,0.0,0.05,0.15,0.22,0.95,0.11,0.22,0.11,0.33,0.27,0.24,0.15,0.4,0.71,0.74,0.25,0.66,0.17,0.37,0.22,0.19,0.17,0.27,0.38,0.57,0.36,0.34,0.36,0.61,0.28,0.49,0.51,0.44,0.57,0.38,0.45,0.69,0.89,0.14,1.28,0.31,0.45,0.27,0.38,0.43,0.15,1.0,0.35,0.14,0.13,0.15,0.29,0.56,0.24,0.05,0.08,0.0,0.07,0.09,0.1,2.37,0.15,0.14,0.25,0.05,0.41,0.16,0.1,0.59,0.24,0.28,0.65,0.22,0.25,0.58,0.96,0.16,0.16,0.42,0.4,0.92,0.0,0.0,0.28,0.12,0.36,0.14,0.07,0.43,0.22,0.28,0.75,0.06,0.2,0.11,0.09,0.19,0.31,0.37,0.06,0.32,0.2,0.47,0.36,0.62,0.12,0.32,0.19,0.36,0.19,0.16,0.31,0.16,0.47,0.15,0.34,0.53,0.69,0.22,0.26,0.09,0.14,0.16,0.27,0.38,0.25,0.18,0.54,0.32,0.18,0.12,0.2,0.33,0.21,0.19,0.19,0.23,0.16,0.39,0.51,0.25,0.25,0.27,0.3,0.59,0.13,0.25,0.37,0.48,0.47,0.21,0.21,0.16,0.27,0.25,0.7,0.13
p__Proteobacteria;f__Desulfovibrionaceae;g__Desulfovibrio,0.6,0.06,0.71,0.44,0.39,0.67,0.82,0.28,0.42,0.55,0.24,0.1,0.19,0.12,0.3,0.54,0.27,0.2,0.53,0.17,0.86,0.61,0.11,0.25,0.32,0.77,0.36,0.56,0.7,0.51,0.72,0.59,0.5,0.61,0.52,0.36,0.89,0.44,0.96,0.51,0.03,0.23,0.25,0.1,0.27,0.53,0.8,0.16,0.29,0.23,0.06,0.12,0.29,0.4,0.28,0.35,0.26,0.15,0.11,0.17,0.22,0.25,1.82,0.29,0.33,0.24,0.27,0.32,0.3,0.2,0.3,0.21,0.36,0.57,0.33,0.21,0.21,0.71,0.12,0.26,0.51,0.18,0.77,0.0,0.0,0.14,0.29,0.79,0.63,0.22,1.53,0.97,1.22,0.68,0.18,0.49,0.15,0.18,0.4,0.25,0.16,0.08,0.48,0.51,0.57,0.57,0.15,0.2,0.51,0.18,0.23,0.09,0.43,0.38,0.16,0.54,0.38,0.16,0.36,0.42,0.32,0.53,0.23,0.28,0.22,0.24,0.6,0.29,0.32,0.57,0.63,0.32,0.09,0.37,0.53,0.53,0.36,0.24,0.25,0.32,0.26,0.41,0.17,0.45,0.34,0.46,0.38,0.36,0.44,0.22,0.32,0.47,0.39,0.39,0.25,0.21,0.41,0.2,0.22
p__Proteobacteria;f__Enterobacteriaceae;__,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.14,0.0,0.01,0.0,0.0,2.75,2.63,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,6.23,4.78,0.0,0.0,0.02,0.01,0.01,0.01,0.0,0.02,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.11,0.0,0.0,0.04,7.19,0.02,0.0,0.03,0.0,0.03,0.48,0.09,0.0,0.06,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.63,51.16,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.03,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,4.38,0.0,0.0,0.01,4.33,0.0,0.87,0.01,0.0,0.0,3.26,20.08,10.44,23.75,0.04,23.32,0.21,0.54,0.69,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.15,0.41,0.0,0.03,0.05,0.52,22.98,0.06,0.02,0.0,0.0,0.82,0.14,0.03,1.01,0.92,1.16,14.82,3.64,0.0,0.01,0.13,0.0,0.0,0.0,0.0,0.0,0.0,5.09
p__Proteobacteria;f__Enterobacteriaceae;g__,16.76,38.41,13.98,30.64,1.19,12.73,0.78,14.42,8.94,9.74,15.55,31.02,31.39,21.21,23.9,3.0,13.8,16.51,23.44,16.18,1.76,5.23,2.89,15.99,15.4,0.31,0.2,1.07,0.39,0.09,0.14,0.13,0.02,1.22,0.11,0.6,0.57,0.22,1.36,0.21,0.23,3.01,1.27,2.05,0.15,0.34,0.16,8.95,3.5,0.1,0.18,0.19,0.3,0.35,4.59,0.79,1.04,0.62,0.86,0.58,0.34,11.59,6.57,9.48,14.48,24.77,6.01,13.5,21.23,10.28,22.45,1.17,0.41,1.13,1.04,0.11,0.67,0.35,0.12,0.56,0.5,0.31,1.12,0.16,2.76,0.31,0.4,0.12,0.27,0.21,0.24,0.14,0.16,0.31,45.5,0.13,0.13,0.06,2.01,0.06,1.18,0.31,0.12,0.08,0.12,0.08,0.29,0.38,2.56,0.38,10.42,0.14,0.02,0.03,0.23,0.17,0.14,0.61,0.1,2.32,12.07,0.19,0.22,3.96,32.6,9.89,10.59,23.37,25.29,15.79,19.59,12.23,31.19,32.83,19.22,7.48,0.63,3.11,14.1,14.8,9.97,1.35,3.32,1.39,1.93,0.1,0.14,0.04,0.16,0.23,0.46,0.14,0.54,0.6,0.36,0.17,5.04,5.73,0.36
p__Proteobacteria;f__Enterobacteriaceae;g__Erwinia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
p__Proteobacteria;f__Enterobacteriaceae;g__Providencia,0.16,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.29,1.05,0.06,0.77,0.03,0.49,1.0,0.27,0.15,1.24,0.72,1.53,0.58,0.29,2.69,3.89,2.72,1.31,1.13,2.8,1.22,1.28,0.94,0.84,5.86,1.32,0.65,2.03,0.34,0.13,0.64,0.81,0.66,0.46,0.34,0.76,0.22,0.09,0.13,0.22,0.05,0.19,0.46,0.12,1.27,0.03,0.35,1.15,0.36,0.36,2.1,0.24,2.04,1.94,2.25,0.53,0.76,9.79,8.53,0.52,0.42,0.67,2.02,0.95,0.31,0.85,1.5,1.85,0.94,0.06,0.3,2.21,1.84,0.22,0.85,0.62,0.32,1.61,1.6,0.33,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p__Proteobacteria;f__Enterobacteriaceae;g__Serratia,0.0,0.0,0.0,0.0,2.24,0.01,0.0,4.13,2.02,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,1.91,7.69,2.82,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.95,3.69,3.6,0.38,0.0,0.36,0.11,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.1,0.8,1.98,0.19,0.0
p__Proteobacteria;f__Pasteurellaceae;g__Aggregatibacter,0.0,0.0,0.0,0.0,0.0,0.04,0.29,0.03,1.03,0.03,0.02,0.01,0.0,0.0,0.0,0.06,0.0,0.01,0.06,0.01,0.19,0.01,0.0,0.0,0.04,0.0,0.03,0.12,0.0,0.0,0.01,0.01,0.0,0.07,0.0,0.18,0.0,0.0,0.07,0.03,0.01,0.46,0.09,0.12,0.0,0.03,0.01,0.0,0.11,0.02,0.0,0.0,0.0,0.0,0.12,0.06,0.03,0.03,0.0,0.0,0.0,0.05,0.12,0.0,0.0,0.02,0.0,0.11,0.02,0.0,0.25,0.06,0.03,0.41,0.12,0.0,0.06,0.09,0.0,0.09,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p__Proteobacteria;f__Pseudomonadaceae;g__Pseudomonas,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.15,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.03,0.01,0.03,0.02,0.01,0.07,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.0,3.95,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.01,0.0,0.02,0.0,0.02,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.09,0.08,0.11,0.03,0.03,0.05,0.0,0.04,0.0,0.02,0.02,0.0,0.01,0.02,0.0,0.0,0.02,0.0,0.1,0.1,0.33,0.09,0.0,0.09,0.08,0.06
p__Synergistetes;f__Synergistaceae;g__Synergistes,0.1,0.0,0.02,0.05,0.11,0.04,0.12,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.1,0.06,0.3,0.06,0.23,0.04,0.09,0.01,0.24,0.01,0.0,0.04,0.02,0.02,0.1,0.14,0.09,0.02,0.18,0.29,0.04,0.24,0.03,0.05,0.05,0.01,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.05,0.07,0.0,0.0,0.0,0.0,0.09,0.07,0.23,0.03,0.1,0.02,0.03,0.03,0.05,1.37,0.03,0.0,0.08,0.02,0.02,0.1,0.0,0.07,0.03,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.1,0.04,0.02,0.0,0.0,0.02,0.05,0.61,0.17,0.0,0.83,0.27,0.23,0.24,0.05,0.09,0.0,0.01,0.15,0.02,0.17,0.02,0.02,0.07,0.02,0.23,0.13,0.01,0.13,0.0,0.19,0.04,0.02,0.14,0.03,0.18,0.0,0.02,0.02,0.11,0.02,0.0,0.06,0.0,0.04,0.02,0.12,0.68,0.08,0.24,0.04,0.0,0.0,0.0,0.08,0.04,0.12,0.04,0.04,0.03,0.02,0.0,0.01,0.09,0.05,0.07,0.14,0.03,0.0,0.07,0.03,0.06,0.01,0.0,0.0,0.03,0.05,0.11,0.03
p__Tenericutes;f__;g__,0.99,0.0,0.01,0.03,0.16,0.11,0.05,0.35,0.16,0.03,0.15,0.04,0.11,0.16,0.0,0.2,0.64,0.51,0.29,0.27,0.42,0.18,0.37,0.09,0.19,0.21,0.25,0.13,0.37,0.42,0.15,0.17,0.06,0.28,0.24,0.23,0.13,0.13,0.48,0.02,0.0,0.0,0.0,0.0,0.12,0.24,0.47,0.47,0.13,0.03,0.46,0.45,1.5,0.29,0.59,0.46,0.51,0.66,1.16,1.73,0.35,1.25,0.21,0.88,0.81,0.51,0.73,0.3,0.17,0.28,0.57,0.24,1.04,0.93,0.52,0.3,0.68,0.03,0.03,0.43,0.83,1.08,1.44,0.0,0.04,0.0,1.09,0.02,0.25,0.36,0.04,0.19,0.21,0.32,0.53,0.59,0.14,0.39,0.31,0.01,0.17,0.17,0.1,0.33,0.22,0.18,0.14,0.06,0.19,0.19,0.45,0.28,0.2,0.41,0.04,0.15,0.55,0.12,0.13,0.03,0.17,0.05,0.5,0.16,0.02,0.1,0.13,0.17,0.08,0.09,0.01,0.03,0.05,0.23,0.11,0.07,0.08,0.04,0.28,0.35,0.41,0.3,0.53,0.23,0.34,0.39,0.3,0.15,1.05,0.64,0.5,0.22,0.33,0.39,0.39,0.4,0.27,0.16,0.58
p__Verrucomicrobia;f__Verrucomicrobiaceae;g__Akkermansia,14.77,0.85,4.13,5.67,3.12,2.46,6.58,0.49,0.49,0.45,0.25,0.07,0.02,0.05,0.7,14.83,4.94,3.94,3.89,4.89,9.04,1.17,9.7,0.36,0.25,1.66,0.77,10.73,10.61,24.16,5.51,0.59,3.93,13.68,1.21,20.01,3.88,8.67,9.51,7.24,0.73,8.0,10.21,4.03,1.98,0.72,4.93,3.08,3.38,0.55,2.85,0.17,1.24,2.99,6.22,4.69,2.84,3.36,4.97,4.64,1.46,13.71,24.53,3.22,3.54,13.39,2.94,0.46,1.56,0.11,5.21,1.86,3.59,3.06,5.44,0.5,3.86,15.08,0.73,2.07,6.34,5.3,0.53,0.02,0.03,0.05,0.42,1.61,0.63,0.44,0.24,0.38,1.01,1.48,0.75,2.26,4.14,5.29,5.4,6.65,19.03,1.13,1.91,4.52,9.48,5.4,4.65,5.11,6.31,2.2,1.89,3.47,4.7,11.19,3.62,2.15,3.09,1.65,4.26,3.29,2.3,3.48,11.2,3.6,2.04,1.22,2.76,6.3,6.06,4.45,1.36,0.91,0.37,0.77,1.0,1.72,3.11,14.58,0.56,1.65,4.35,2.45,1.9,5.05,1.62,2.47,6.0,0.54,0.6,2.88,4.43,1.29,3.73,3.96,1.19,0.97,0.66,5.5,1.6
